ulasan,rating,tanggal
👍,4,2025-06-23 17:52:59
jaringan lu lemot abiss sumpah,5,2025-06-23 17:48:09
sinyal na leteng,1,2025-06-23 17:40:54
ni aplikasi kenapa dah nggak bisa menampilkan jumlah kuota sinyal bgs buka aplikasi malah ngeleg trus,1,2025-06-23 17:34:04
"Ini aplikasi telkomsel sulit sekali di akses saya sudah 4x uninstall dan install lagi aplikasinya hanya untuk cek sisa kuota, mohon ditingkatkan lagi untuk aplikasinya segera terimakasih",3,2025-06-23 17:33:28
"aplikasi udah lama trobel gak di bener""in udah lemot trobel segala macem duit dari konsumen sebanyak itu buat apa di korupsi kek pajak negara?",1,2025-06-23 17:31:08
aplikasi idiot lemotttttt,1,2025-06-23 17:28:00
makin ngk jls ni apk. error mulu. mau cek. pulsa data aja ngk bisa. pdhl udh coba hapus cache . udh coba uninstal trus instal ulang balik. sama aja!!!,2,2025-06-23 17:21:38
aman,5,2025-06-23 17:20:22
loading teruss,2,2025-06-23 17:19:01
"SANGAT MERUGIKAN PENGGUNA, SUDAH BELI PAKET TAMBAHAN MALAH GAMASUK SAMPAI SAAT INI.. TERUS LARINYA SALDO GW ITU KEMANA.. MINIMAL BALIKIN LAGI LAH",1,2025-06-23 17:15:34
Mantap,5,2025-06-23 17:15:29
sangat membantu,5,2025-06-23 17:14:55
terlalu parah sinyal nya.. tolong di perbaik bosku kalu gk pindah pindah canell,2,2025-06-23 17:14:24
ok,5,2025-06-23 17:12:54
mantap,5,2025-06-23 17:10:31
"makin lama makin rusak, dulu banyak promo murah sekarang harga kuotanya diluar kepala mahalnya, tolong dong banyakin promo lagi kaya dulu,buat kaum mendang mending kaya saya merasa kecewa",1,2025-06-23 17:10:14
lemot,2,2025-06-23 17:03:39
makin gk jelas sering lemot saat mau cek kuota,5,2025-06-23 17:02:38
"Telkomsel membuat pelanggan kecewa, padahal Telkomsel jaringan terbaik, tapi sekarang Telkomsel jaringan buruk, semenjak menggunakan Telkomsel basic, cek data susah, sinyal susah, kecewanya masyarakat kecil, tapi Telkomsel tutup mata, di komplain hanya tanggapan balasan doang, tindakan nya tidak ada, ada apa dengan Telkomsel... terlalu banyak manipulasi.",1,2025-06-23 16:56:57
"seharusnya ada konfirmasi ulang setiap pembelian untuk memastikan apakah customer beneran niat membeli/ngga. saya gak sengaja kepencet doang pas klik tombol balik menu di fb, gaada opsi apa2, tau2 paket darurat udah masuk & aktif. gaada konfirmasi, gak bisa dibatalkan. harga 25k kuotanya cuma 1.5GB, utang pula. kya gini ngeselin & mubadzir. rasanya malah kya dijebak.",1,2025-06-23 16:56:19
lemot ngecek kuota aja susah. apa lagi masuk ke apknya.,1,2025-06-23 16:55:36
Telkomsel pulsa ilang begitu sajah padahal ngga punya utang data ada duhh parah ni Telkomsel😔,1,2025-06-23 16:54:10
koneksi internet telkomsel lama² kayak taik,1,2025-06-23 16:53:11
"Perbaiki lah,banyak bet orang pulsa nya kesedot tanpa sebab udah ngasih harga mahal+internet nya dikit,pake nyedot segala,payah",1,2025-06-23 16:52:07
sinyal makin buruk harga mahal semua paket,1,2025-06-23 16:51:20
ngelag mulu mau beli kouta aja susah,1,2025-06-23 16:47:50
"heran kenapa paketan datanya ilang²ngan mulu, langganan per minggu jdi mahal bngt dan paketan biasanya jadi ga ada, mana sinyalnya jelek bngt belakangan ini wkwk, trus kenapa yaa pulsanya ke ambil otomatis mulu, udh aktifin fitur jaga pulsa tpi ttp aja ke ambil, bikin sebel dan ga bisa diandelin",3,2025-06-23 16:46:14
"aplikasi lemot, kebanyakan fitur² ga jelas,Ampe ga bisa di buka,maaf ga butuh bantuan lewat DM Instagram,ga semua punya Instagram,cukup perbaiki aja Telkomsel nya",1,2025-06-23 16:45:55
"aplikasinya terlalu berat, sering keluar sendiri.",1,2025-06-23 16:45:54
keren,5,2025-06-23 16:44:53
"apk loading nya keterlaluan mau cek kuota aja loading nya lama nya minta ampun, apalagi beli kuota ngga muncul² sama sekali total harga dan berapa GB nya, tolong lah di perbaiki lagi apk nya !!!",1,2025-06-23 16:44:34
mantap,5,2025-06-23 16:44:20
mantap,5,2025-06-23 16:42:53
4g sekarang leg Mulu kalo pake Telkomsel,1,2025-06-23 16:41:31
good,5,2025-06-23 16:38:38
Aplikasi YANG BURUK.. LEMOOT.. DAN ERROR SINYAL SERING GAK NYAMBUNG DAN JUGA BOROS KUOTA POLL.. TAU TAU SALDO PULSA AKTIF HABIS GA JELAS. Makin parah saja nih Telkomsel.. pulsa kuotaa BOOOROOSSS POLLL TAU2 HABIS PADHAL GA MAIN SOSMED CUMAN UTUBE ITUPUN SDAH PAKAI KUOTA RERSENDIRI.. PARAH TELKOMSEL.. 32GB LUDES GA SMPE 20HARI GA JELAS HABISNYA TAU2 BERKURANG DRASTIS,1,2025-06-23 16:33:23
good,5,2025-06-23 16:29:43
"apk makin gak jelas.. bukan ya makin bagus + lebih efisien + lebih mudah + lebih canggih malah memburuk, team improve Sistem dan team maintenance ya gak bisa kerja apa. cek survey APK anda.. ada bug atau kekurangan dimana... bukanya up malah Downgrade",1,2025-06-23 16:28:57
transaksi sudah dilakukan melalui aplikasi pembayaran yang tersedia dan saldo sudah dipotong namun paket tidak bertambah,1,2025-06-23 16:28:44
"kacau,jaringan lag parah",1,2025-06-23 16:23:51
"eh jaringan aplikasi my telkomsel benerin lemot amat,,,udah paket mahal,,ya aplikasi ya jaringan lemot,,,mending ganti operator",1,2025-06-23 16:22:48
"kenapa Ngeleg Parah Main Mobile Legends, Kuota baru ngisi ko jaringan internetnya Jelek Banget",3,2025-06-23 16:21:34
nge bug mulu.. perbaiki lah.. tar bintang nya saya tambah klo di perbaiki,1,2025-06-23 16:16:37
"makin kesini telkomsel busuk jelek jaringan, mahal doang",1,2025-06-23 16:16:12
aplikasi sampah point puluhan tibu tidak bisa di tukarkan kuota gak berguna sama sekali,1,2025-06-23 16:15:21
sangat baik buat wilayah yg terpencil...👍,5,2025-06-23 16:11:58
kuota sisa 30 gb lagi masa aktif masih lama tapi sudah tidak bisa akses internet,1,2025-06-23 16:11:06
woy kartu sinyal ngelek taiiii,1,2025-06-23 16:10:38
"jaringan lag, harga kuota mahal, main game ngelag, buka sosmed ngelag, niat jualan kuota gk sih note: kuota mahal kualitas gk seberapa",1,2025-06-23 16:10:17
1001 bug 🗿,1,2025-06-23 16:09:38
knp lemot kali sih padahal sinyal udah bagus. next tolong di perbaiki!!,1,2025-06-23 16:08:20
"awal ping 100 kbps ke atas untuk main game, sekarang malah makin parah koneksi sering putus sendiri. aplikasi juga berat susah dibuka, makin kemarin makin tambah parah aja.....",1,2025-06-23 16:07:24
aplikasi dan provider penipu,1,2025-06-23 16:06:36
"masih lemot ajh ni apk telkomsel padahal udah hapus chace , sama ajh kecuali uinsttall baru bisa lemot oarah tolong perbaiki",1,2025-06-23 16:06:32
"ini aplikasi malah lemot, gabisa di buka, pulsa dan paket data stak, tolong perbaiki malah seperti ini",1,2025-06-23 16:05:36
"macet macet apknya, paketannya makin lama makin mahal.",2,2025-06-23 16:04:27
kuota saya hilang secara tiba tiba padahal baru isi kuota 7 GB cuma nonton video YouTube udah habis aja gimana nih padahal jelas jelas tulisannya 28 hari batasnya habis,1,2025-06-23 16:04:08
tidak bisa buka beranda cuma loading gak jelas,1,2025-06-23 16:02:28
aplikasi nya. ampas gak guna mau login aja selalu forclos terus jadi ga. bisa login login emang aplikasi gak guna tolong diperbaiki lagi ni aplikasi nya,1,2025-06-23 15:56:36
mantappp,5,2025-06-23 15:54:40
selalu trouble,1,2025-06-23 15:52:19
"bagus bangettt murah harga terjangkau,,, menurut aku rekomend banget",5,2025-06-23 15:52:10
semoga banyak promonya,5,2025-06-23 15:47:43
aplikasi sampah dibuka aja susah banget,2,2025-06-23 15:43:12
sinyal semakin buruk aplikasi susah di buka...,1,2025-06-23 15:31:49
"paket,apk,kualitas, semakin menurun",1,2025-06-23 15:30:49
minimal kalo mahal itu kualitas jaringan nya bagus.mahal mahal jaringan nya jelek ga usah make my Telkomsel lagi.mending make M3 murah jaringan nya bagus,1,2025-06-23 15:30:17
tolong lah jaringannya di perbaiki . sering buruk jaringan nya,1,2025-06-23 15:30:04
"udah beli paket kuota gamesMAX malah gak bisa di gunakan alias stuck di loading game, ganti game malah sama semua aneh banget anj, ga ada perubahan samasekali ngenetojdd",2,2025-06-23 15:29:19
"mahal"" jaringan kek tai",1,2025-06-23 15:26:47
ya Apk ny gjl kuota bny tpi nglg trs,1,2025-06-23 15:25:40
"makin hari makin susah saja.. jaringan Telkomsel sering hilang timbul.. tolong di perhatikan untuk daerah daerah kecil, kok bisa kekuatan dan kecepatan jaringan nya kalah sama yang lain..",1,2025-06-23 15:23:51
"aplikasi sering eror keluar sendiri saya sudah hapus aplikasi saya downlod lagi masih sama Telkomsel kenapa akhir""ini kurang memuaskan aplikasi sering eror dan paket mahal sekarang jadi mengecewakan kalau gak segera di perbaiki mending ganti yang lain aja",1,2025-06-23 15:21:42
aplikasi nya makin kesini makin jelek mau ngecek sisa kuota juga susah,1,2025-06-23 15:21:35
"Kuota mahal, jaringan lambat, ga ada perbaikan pula. padahal dulu² jaringannya paling cepet diantara operator lain, padahal udah make telkomsel dari tahun 2021",1,2025-06-23 15:19:50
membantu sya 🙏🙏🤞,5,2025-06-23 15:16:14
"niat gak sih bikin apk,log in ke aplikasi ini aja setengah mati,klaw ngak niat hapus aja dari playstore",1,2025-06-23 15:13:54
"uda bagus yg 4.5 gb satu bulan, tiba2 berubah jadi 14 hari",5,2025-06-23 15:13:04
𝒋𝒂𝒓𝒊𝒏𝒈𝒂𝒏 𝒎𝒂𝒌𝒊𝒏 𝒔𝒊𝒏𝒊 𝒎𝒂𝒌𝒊𝒏 𝒂𝒏𝒄𝒖𝒓 𝒂𝒔𝒖,1,2025-06-23 15:07:58
untuk harga paket promo 30gb jelas saya tidak habis karena kebanyakan aktivitas di dalam rumah akan tetapi untuk paket promo selanjutnya diturunkan menjadi 20gb mengapa hal itu bisa terjadi? bagaimana jika saya sedang pergi untuk berlibur di bulan itu dan menghabiskan banyak paket kuota tidak adil rasanya harga paket mahal promo tiba tiba naik turun,2,2025-06-23 15:06:22
jaringan lambat sekaliiii sumpahhhhh,1,2025-06-23 15:04:43
"operator rakus, pulsa kok bisa habis sendiri. makin enggak jelas Telkomsel, yg punya Telkomsel mending jangan isi pulsa beli paketan saja karna klau ada sisa bakalan ludes di colong operator 💩💩",1,2025-06-23 15:04:10
paketnya murah,5,2025-06-23 15:03:29
awal bagus jaringan .. makin ke sini kok malah tambah jelek jaringan nya sering lag,1,2025-06-23 14:56:11
Telkomsel the best,5,2025-06-23 14:55:36
"Aplikasi yg sangat menyulitkan customer, masa iya mau menonaktifkan paket, prosedurnya harus ribet. mana layanan veronikanya jg tdk becus beda dengan TRI dan XL klo mau berhenti paket tinggal klik berhenti nah ini aplikasi d suruh hubungi CS layanan dan ke Grapari.. ribet udah thn 2025 teknologi makin maju, teknologi memudahkan nah ini sangat ribet .. haduh gimana sih? pantas saja Telkomsel banyak d tinggalkan wong aplikasinya aja ribet, percuma buat aplikasi tp harus hubungi layanan lagi RIBET",1,2025-06-23 14:55:17
tidak bisa melihat sisa kouta selalu loading,1,2025-06-23 14:53:15
ok,5,2025-06-23 14:48:09
sinyal jelek di mana mana KALAH JAUH SAMA INDOSAT,1,2025-06-23 14:47:32
mudah di gunakan,5,2025-06-23 14:45:02
Telkomsel sekarang jaringan nya ngelag banget ga kaya dulu selalu lancar,2,2025-06-23 14:44:41
update doang kagak ada kagak ada kemajuan sinyal tetap jelek,1,2025-06-23 14:43:05
sekarang Telkomsel sinyal udh bobrok susah...,1,2025-06-23 14:39:14
keren,5,2025-06-23 14:34:28
"sinyal ngeleg harga mahal apk nya berat bgt di buka, udah pake wifi aj ttp ngeleg parah ni apk. sering ilang ilangan sinyalnya gaje bgt ni provider!!",1,2025-06-23 14:34:20
"aplikasi ga jelas. dibuka lag terus, harga serba mahal, kalo g aterpaksa mah kaga bakal gw donlod lu",1,2025-06-23 14:34:16
"aplikasi apa ini MW registrasi kartu aja payah banget,eror terus,bisa setruk org di buat,Udh harga paket mahal2 lagi....benerin lah ini gk guna bget,apa kerja nya ini yg buat aplikasi gk d bnerin juga....",1,2025-06-23 14:31:28
baik,5,2025-06-23 14:31:05
"jaringan makin ngga jelas, minimal kalo mahal jaringan bagus dong, kecewa bangett lama lama",1,2025-06-23 14:30:10
aplikasi saat di buka lola,3,2025-06-23 14:25:17
"coba jaringan perbaiki, saya sudah lama menjadi pengguna Telkomsel.",5,2025-06-23 14:25:08
load nya lama,1,2025-06-23 14:21:21
sinyal ada hujan dikit langsung ga normal. Masuk apk sering stuck loading terus. Tolonglah perbaiki min. Sering gabisa masuk padahal sinyal full juga.,1,2025-06-23 14:18:46
JARINGAN BUSUK,1,2025-06-23 14:18:23
"loading di beranda lama, buka fitur-fitur yang lain juga tidak bisa padahal sinyal bagus",1,2025-06-23 14:18:08
"makin lama makin mahal , tolong dong promo nya di muncul kan",3,2025-06-23 14:17:22
"dulunya bagus,eee makin di-update malah memble belum ada perbaikan",2,2025-06-23 14:17:07
ok,5,2025-06-23 14:15:56
sangat bagus,5,2025-06-23 14:13:47
aplikasi berjalan lambat sekali,3,2025-06-23 14:13:43
banyak bug,3,2025-06-23 14:12:30
"Sinyal sangat sangat sangat buruk!!! Sama sekali tidak ada perbaikan! Untuk main game ngadat, beli paket gangguan, pulsa ga kepake kepotong!",1,2025-06-23 14:09:48
ada apa dengan Telkomsel mau masuk aplikasinya susah banget apalagi mau beli paketannya hemmm.... tolong di perbaiki ..,2,2025-06-23 14:09:32
bagus,5,2025-06-23 14:08:38
bagus,5,2025-06-23 14:06:18
payah,1,2025-06-23 14:05:08
"edan perpanjang nomer kartu telkomsel goceng cuman 2 hr, di websitenya 7 hari. makin lama makin mahal nich 🙅‍♂️😩",3,2025-06-23 14:04:26
"kenapa setelah update, refresh buat liat sisa datanya lemot banget",1,2025-06-23 14:02:24
jaringan tolol,1,2025-06-23 14:00:21
"terlalu banyak fitur tidak berguna memenuhi aplikasi, sehingga ukuran serta loading app lambat",1,2025-06-23 13:59:50
"sekelas telkomsel, kayak gini ulasan'nya hehehe",1,2025-06-23 13:54:48
"Telkomsel jaringan kualitas terburuk tidak sebanding dengan harga, jaringan sering tidak stabil harusnya dengan harga tergolong mahal jaringan harus lebih stabil ini sebalik nya",1,2025-06-23 13:53:08
aplikasi berat bgt.,2,2025-06-23 13:52:24
jaringan mulai lagii dah 3 harii ini. begini amat BUMN,2,2025-06-23 13:50:58
"sampah 35K cuma dapet 3GB mana kaga dapet bonus udah gitu kalo mau perpanjang juga paketnya pada mahal jaringan kaya kelamin pria dasar Telkomsel hama lebih baik juga Axis setidaknya paket mahal juga dapat kuota bonus surprise 1 gb 2 Minggu sekali, kuota game 1gb perhari",1,2025-06-23 13:50:19
👍,5,2025-06-23 13:49:23
ketika membuka aplikasi Telkomselnya sendiri untuk melihat sisa kuota harus jaringan yg benar² kuat tolong di seting lebih ringan,2,2025-06-23 13:47:16
Aplikasi TERLEMOT,1,2025-06-23 13:45:37
mantap,5,2025-06-23 13:45:09
"berkali-kali ikut undian poin, tapi gak pernah menang sama sekali. nanti kalau udah menang hadiah undian poin saya janji akan tambah lagi bintangnya.",1,2025-06-23 13:44:20
saya heran tidak pakai jaringan nya tapi kuota tetap digolok,1,2025-06-23 13:42:27
bujang 6 ma...udah paketnya mahalll...buka aplikasinya lelett...heang,1,2025-06-23 13:41:50
loading banget aplikasi nya,1,2025-06-23 13:41:40
TELKOMNYETTTTT SAMPAH,1,2025-06-23 13:40:53
"apps membingungkan, untuk cek tagihan indihome tidak ada",1,2025-06-23 13:38:57
Server lemot mau cek kuota aja muter muter kaga pernah selesai,1,2025-06-23 13:38:22
apk busuk apk ga jelas,1,2025-06-23 13:37:53
"tidak update sisa kuota ketika membuka aplikasi, masa harus hapus cache dan force close aplikasi mulu. Kalah sama aplikasi provider sebelah yang real time update informasi sisa kuota",3,2025-06-23 13:32:42
sempurna,5,2025-06-23 13:32:17
SDH lah emang dah ga pentes lagi pake Telkomsel aplikasi nya rusak jaringan sering eror apa lagi yg di harapkan dari Telkomsel makin buruk pelayanan dan makin ga jelas aja apa lah daya mungkin dah mau gulung tikar kali ni telkomsel,1,2025-06-23 13:29:01
tolol banget Telkomsel mana mahal lagi,1,2025-06-23 13:26:39
paket mahal jaringan ga jelas,1,2025-06-23 13:24:04
bagus,5,2025-06-23 13:24:00
buruk sekali ini aplikasi gk ada guna,1,2025-06-23 13:23:56
bagus,5,2025-06-23 13:22:26
sangat baik,5,2025-06-23 13:20:12
"apk gak jelas,",1,2025-06-23 13:17:01
"makin hari makin gx jelas, aplikasi gx bisa di buka..mutar² trus...",1,2025-06-23 13:16:17
"aplikasi Ga jelas, ukurannya aja yang gede tapi masih banyak Bug. Mau beli paket bayar dengan Dana aja malah ga bisa dan dipersulit, padahal jaringan bagus dan Apk udah diupdate.",1,2025-06-23 13:14:21
mantappp,4,2025-06-23 13:08:53
jaringan lelet suka hilang hilang jaringan nya tolong di perbaiki jaringan nya agar tidak terjadi leg - jaringan,1,2025-06-23 13:08:52
aplikasi tolol GG bisa cek paket harus pake hotspot internet lain baru bisa,1,2025-06-23 13:04:45
"harga paket mahal bgt, jaringan ga stabil. product ampas",1,2025-06-23 13:04:32
lancar jaya,5,2025-06-23 13:03:29
mantap,5,2025-06-23 13:02:14
korup,4,2025-06-23 13:02:07
tolong dong jaringan nya di naikin/diperbaikin jngn harga nya aja di naikin min jaringan nya makin lama makin gampang ngeleg🙏,1,2025-06-23 13:01:05
"apk nipu, menawarkan kuota gratis, tapi malah berlangganan klik film. kan kon...",1,2025-06-23 12:59:48
tolong di kasih lebih murah dong soalnya kita di kampung 🙏🙏🙏,5,2025-06-23 12:59:43
Aplikasi apa ini masa saldo saya Dana saya kesedot sendiri padahal gak perna Instal sama berlangganan,1,2025-06-23 12:59:28
good,5,2025-06-23 12:58:00
level BUMN aplikasi nya pake Microsoft Ai gratisan sih jadi susah login .. jaringan juga parah ..,1,2025-06-23 12:57:47
baguss,3,2025-06-23 12:56:41
Semakin lama kok semakin ancur aja apk ini.. jaringan juga ancur paket mahal jaringan ancur suliiittt,1,2025-06-23 12:55:14
"mahal doang tp loading trs , sinyal simpati kaya sinya EDGE , jangan gini trus lah kalo mau banyak pengguna , masa kalah sama sinya THREE,",1,2025-06-23 12:54:53
"mytelkomsel maling pulsa wooy,kecewa saya sebagai pelanggan lama, harap di perbaiki min",1,2025-06-23 12:54:39
kesini sini app nya mulai jelek tidak bisa menampilkan sisa kuota terus mau buka apk nya juga loading nya minta ampun jangan sampai pelanggan di bikin kecewa pleaseee perbaiki lagi supaya pelanggan lebih puas,1,2025-06-23 12:54:22
aplikasi cacat,1,2025-06-23 12:53:35
KEBANYAKAN INTERFACE LEMOOTTTT,1,2025-06-23 12:52:13
bank tidak lengkap promo gk masuk akal mahal bgt gk ada yg 50k melepas tautan akun walet gk bisa eror dll mulu mending pindah ke tri,1,2025-06-23 12:51:16
"promo menarik, pembelian paketnya juga mudah banyak pilihan paket yang sesuai kebutuhan",5,2025-06-23 12:51:04
kurang baik.,3,2025-06-23 12:50:48
parah. udh harga paket mahal ... mau buka aplikasi loding terus,1,2025-06-23 12:49:37
"sebagai pengguna lama harga paketnya ya ampun mahal mahal, harusnya di beri promo diskon harga paket internetnya untuk pengguna lama, agar pengguna lama betah, makanya saya males beli paket karena mahal mahal,",1,2025-06-23 12:45:49
saya baru beli paket suprise deal 60 k. tapi saya tidak bisa akses Internet. tidak bisa di gunakan. apakah kendalanya?,1,2025-06-23 12:43:19
mantappp,5,2025-06-23 12:42:30
terbaik,5,2025-06-23 12:41:13
busuk mahala mahal.ngeleg,1,2025-06-23 12:41:08
"aplikasi jelek, buka medsos lancar tp buka aplikasi ini muser masalah jaringan terus. kocak",1,2025-06-23 12:38:03
"aplikasi nya benerin lah masa mau cek kuota ga muncul"" memuat terus perbaikin bug biasanya ga kayak begini",1,2025-06-23 12:33:15
jaringan kuat tapi harganya mahal,5,2025-06-23 12:33:04
sering bgt lemot. padahal quota ada tp buka apk ini lamaaaa bgt,1,2025-06-23 12:31:38
tolong promo nya ditingkatkan harga kuota dimurah kan sedikit,5,2025-06-23 12:31:33
"Ahh parah, pulsa habis, kuota habis, mau beli pulsa / kuota di my Telkomsel, pas klik beli paket loadingnya gila, gak bisa bisa kebeli lama banget",2,2025-06-23 12:28:21
masa sekelas bumn aplikasi nya jelek bgini,1,2025-06-23 12:26:46
bagus,2,2025-06-23 12:26:13
makin parah aja sinyal TELKOMSEL? Harga paket data mahal sinyal murahan. apalah kya gtu 😠,1,2025-06-23 12:25:52
"kebayakan korupsi,dah mahal ngelag pula",1,2025-06-23 12:24:38
"buset sinyal harga segitu, ga enak dipake",1,2025-06-23 12:23:34
"telkomsel jaringan nya parah makin sini makin buruk,",1,2025-06-23 12:22:39
aplikasi kadang ga bisa masuk,2,2025-06-23 12:22:09
apk terlemot yeng pernah ada,1,2025-06-23 12:21:21
CS low respon & nggak jelas lagi.,1,2025-06-23 12:19:42
paket datanya sangat mahal dan jaringannya selalu ngelag,1,2025-06-23 12:19:40
sinyalnya makin busuk.,1,2025-06-23 12:19:30
"tong malingan pulsa atuh euy maneh nu ngajual tapi maneh nu maling na deui teu jelas aplikasi teh , masih tetap ga berubah pulsa hilang terus",1,2025-06-23 12:18:23
"saya edit ulasannya, aplikasinya lemot sekali cepetan buka game mobile legend",2,2025-06-23 12:18:09
sinyalnya ky kurang gizi,1,2025-06-23 12:17:23
apk nya berat di buka untuk daerah perbatasan,1,2025-06-23 12:13:18
"Telkomsel makin kesini makin jelek, jgn pakai kartu Telkomsel, pulsa sering tersedot, ada notif paket *363*20# giliran udah beli pulsa ga bisa daftar nge bug,malah pulsa tersedot habis, paket datanya jg mulai mahal2 dan jaringan makin busuk,",1,2025-06-23 12:12:49
"miin mau nanya gimana cara aktifin kartu ,udah saya registrasi tapi masih tetap aja tidak bisa d gunakan untuk masuk ke aplikasi , bagaimana solusinya ,dan jugak kenapa kartu saya isi fulsanya itu kosong padahal aku isi terus meski jarang aku gunakan",3,2025-06-23 12:12:49
apk sampah,1,2025-06-23 12:09:10
bagus bisa ambil paket grati tiap bulan nya😘,5,2025-06-23 12:09:01
"Skrng yg q tnykan kenapa aplikasinya susah di buka. Eror kok gk selesai"". Pengennya pengguan setia tpi kok lama"" bikin jengkel.",1,2025-06-23 12:07:50
"aplikasi tidak jelas, Dan terlalu delay untuk menampilkan menu atau sisa data. tolong di perbaiki",1,2025-06-23 12:06:05
"tolong signal nya lebih di prhatikan lagi, kadang suka ga ada signal nya🙏",5,2025-06-23 12:05:04
aplikasi ga jelas mau login aja susah bngt ampe sekarang ga berhasil login padahal dah uninstall udh restart hp juga,1,2025-06-23 12:01:25
kebanyakan iklan,1,2025-06-23 11:58:59
stuck walau jaringan bagus dan ram hp 12 GB,1,2025-06-23 11:58:56
pketnya udah kemahalan yah. tlong min berikan promo lagi yg murah pada pengguna yg setia sama my telkomsel,5,2025-06-23 11:56:08
tdk bisa login,1,2025-06-23 11:54:37
"makin ke sini makin rusak Telkomsel,saya sengaja beli paket Mingguan , karena pemakaian Kouta saya boros,ehhh sekarang Kouta Mingguan nya malah di ilangiin,ruksakkk lebih better Smartfren deh di banding telekomsel,",1,2025-06-23 11:54:15
"min ini karyawannya GK korupsikan? Kok harga paketku yg sekarang malah naik? sebulan lalu harganya normal loh, 110 GB harganya 120 an, kok sekarang jadi 150 an? Tolonglah, kembalikan harga normalnya, padahal sering beli yg 110 GB itu min, tolong gimana ini. Masa makin naik aja, sebelumnya pake e-sim juga seperti itu. Tolong banget.",3,2025-06-23 11:50:51
jaringan bagus,5,2025-06-23 11:50:33
Pulsa nya mau hilang sendiri,1,2025-06-23 11:48:41
banyakin promo please,5,2025-06-23 11:48:27
kartu taik kartu lemot!!!,1,2025-06-23 11:47:39
"aplikasinya sering eror lama kebuka nya,,",5,2025-06-23 11:45:37
bagus dan sangat puas,5,2025-06-23 11:44:29
"aplikasi ini semakin ke sini semakin lemot aja, mending dipisah lagi dari my Indihome seperti dulu aja gak sih? mohon diperbaiki website nya, ditambah kecepatannya. Perusahaan besar harusnya bisa dong yang kenceng",3,2025-06-23 11:42:26
kuota banyak tapi refresh ga selesai-selesai,1,2025-06-23 11:40:31
telkomsel anj masa gk bisa claim kuota jelajah nusantara mending hapus ajalah aplikasi gk jelas mahal bnget,1,2025-06-23 11:38:33
kerja bagus,5,2025-06-23 11:38:27
"sangat membantu, meski belum pernah dapat hadiah undi undi Happy , tapi ngga apa apa, trims banyak....",5,2025-06-23 11:36:36
"tiap buka aplikasinya loading ga jelas, mana loadingnya ga jelasnya ga berenti"" padahal sinyal bagus dan buka aplikasi lain ga ada masalah",1,2025-06-23 11:34:09
aplikasi puqi,1,2025-06-23 11:33:23
"makin kesana aplikasi ini makin berat di gunakan, entah apa yang terjadi padahal ukuran aplikasinya kecil muatan datanya juga gak banyak² amat, lebih cepat buka aplikasi Mobile Legend sama PUBG dari aplikasi my Telkomsel, tolong di benahi dong, kalau ada perubahan ratingnya di revisi. terimakasih",1,2025-06-23 11:32:21
jaringan sangat tidak stabil,1,2025-06-23 11:31:09
"download hapus download hapus download hapus gitu gitu aja,provider mahal aplikasi murahan.terimakasih",1,2025-06-23 11:30:23
"sinyal lebih bersahabat,lancar tanpa gangguan, walaupun harga kuota agak mahal tetap di telkomsel., untung* di banyak in promo 😁",5,2025-06-23 11:26:58
mantab mempermudah transaksi,5,2025-06-23 11:24:25
lemot,1,2025-06-23 11:23:28
Tidak Akurat,1,2025-06-23 11:22:30
"kartu aku udah 9 tahun tapi paketnya masih mahal,kayak beli kartu baru harga paket aku mahal. Legnya parah. Tolong di tingkatkan lagi Telkomsel dan Mohon saran dari saya kalau kartu Telkomsel udah lama tolong di murahin paketnya. Terimakasih...",3,2025-06-23 11:21:23
"sangat lelet, padahal jaringan bagus, menjengkelkan.",2,2025-06-23 11:21:03
Aplikasi BURUUUUK,1,2025-06-23 11:20:55
Apasih makin lama apknya makin ga jelas. Gabisa cek kuota. Sdh jelas jelas paket kuota habis tpi di beranda apknya paket msih utuh blm berkurang sama sekali. lah? Beranda ngebug stuck disitu terus ga berubah² nominal pulsanya. Makin lama makin di persulit. Tolong dong di perbaiki lagi.,1,2025-06-23 11:18:23
Baguss,5,2025-06-23 11:14:49
lemot parah 🫵🏼,1,2025-06-23 11:14:33
angat baik untuk kuu,5,2025-06-23 11:03:02
"belakangan ini aplikasi ini lemot sekali untuk cek kuota pakai data tsel, padahal kuota 80GB sinyal pun di lokasi yg kencang bisa belasan mbps, sudah hapus cache pun masih lemot, harus konek wifi dulu baru lancar atau instal ulang aplikasi baru normal tapi itu juga bentaran doank... kalah ngebut sama aplikasi myxl tapi paling mahal",1,2025-06-23 11:03:02
aplikasinya sangat lemot..waktu masuk aplikasi tdk langsung menampilkan menu..loading nya terlalu lama..update juga terlalu sering..hadehh,2,2025-06-23 10:59:18
"so far so good lah,minus di aplikasi aja,mohon ditingkatkan terkadang suka stuck loading padahal kalau buat internetan lancar bagus",5,2025-06-23 10:59:00
ganti kartu lah timbang pusing,1,2025-06-23 10:58:32
"Tidak disarankan buat push rank. percuma juga beli paket game boost, ga terlalu berpengaruh. Browsing stabil ok max 5 Mb/s stabil buat streaming ok lah lancar. tapi buat game online busuk padahal sebelumnya lancar ga pernah mendapat ping yg tinggi. sangat tidak stabil buat game online.",1,2025-06-23 10:57:55
